run_type,task,cell_line,holdout_number,DenseRectangularMetaLayer_0_dropout_rate,DenseRectangularMetaLayer_0_layers,DenseRectangularMetaLayer_0_units,DenseRectangularMetaLayer_1_dropout_rate,DenseRectangularMetaLayer_1_layers,DenseRectangularMetaLayer_1_units,DenseRectangularMetaLayer_2_dropout_rate,DenseRectangularMetaLayer_2_layers,DenseRectangularMetaLayer_2_units,DenseRectangularMetaLayer_3_dropout_rate,DenseRectangularMetaLayer_3_layers,DenseRectangularMetaLayer_3_units,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc
train,inactive_enhancers_vs_inactive_promoters,MCF-7,9,0.11223448828959298,0,227,0.07078593420403861,3,113,0.01193229159080078,1,199,0.2306743464839833,3,0,0.4738209943849962,0.7933027744293213,0.7992600798606873,0.8470048308372498,0.8814598917961121,0.9235212802886964,0.8224400877952576,0.7918332815170288,0.7844065427780151,0.20073992013931274,0.21559348702430725,0.5770501494407654
test,inactive_enhancers_vs_inactive_promoters,MCF-7,9,0.11223448828959298,0,227,0.07078593420403861,3,113,0.01193229159080078,1,199,0.2306743464839833,3,0,0.5321828035408991,0.7521126866340637,0.7659305930137634,0.8098732233047485,0.8366531133651733,0.8959906101226807,0.7872892618179321,0.7487040758132935,0.7314774990081787,0.23406940698623654,0.2685224711894989,0.4919355511665344
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,9,0.11223448828959298,0,227,0.07078593420403861,3,113,0.01193229159080078,1,199,0.2306743464839833,3,0,0.4735318808765202,0.7930927276611328,0.7989568114280701,0.8469123840332031,0.8816526532173157,0.9236981868743896,0.8222359418869019,0.7916463017463684,0.7843357920646667,0.20104321837425232,0.21566423773765564,0.5766571164131165
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,9,0.11223448828959298,0,227,0.07078593420403861,3,113,0.01193229159080078,1,199,0.2306743464839833,3,0,0.4745028611722884,0.794958770275116,0.799111008644104,0.8496074676513672,0.8809982538223267,0.9230666160583496,0.8235859274864197,0.7939345240592957,0.7887580394744873,0.2008890211582184,0.2112419754266739,0.5809255838394165
train,inactive_enhancers_vs_inactive_promoters,MCF-7,10,0.11223448828959298,0,227,0.07078593420403861,3,113,0.011932291590800781,1,199,0.23067434648398327,3,0,0.4698771255356925,0.7935603857040405,0.8225905895233154,0.8310155272483826,0.882134735584259,0.9236966967582703,0.8267815709114075,0.7863997220993042,0.7502087950706482,0.17740941047668457,0.249791219830513,0.5714159607887268
test,inactive_enhancers_vs_inactive_promoters,MCF-7,10,0.11223448828959298,0,227,0.07078593420403861,3,113,0.011932291590800781,1,199,0.23067434648398327,3,0,0.5308024062399279,0.7508760094642639,0.7880699634552002,0.794357419013977,0.836310625076294,0.8948587775230408,0.7912011742591858,0.7417009472846985,0.6953319311141968,0.2119300216436386,0.3046680986881256,0.48248329758644104
subtrain,inactive_enhancers_vs_inactive_promoters,MCF-7,10,0.11223448828959298,0,227,0.07078593420403861,3,113,0.011932291590800781,1,199,0.23067434648398327,3,0,0.4700370831312714,0.7940267324447632,0.823029637336731,0.8313748240470886,0.8821910619735718,0.9236445426940918,0.8271811604499817,0.7868728637695312,0.7507160305976868,0.17697037756443024,0.24928396940231323,0.5723732113838196
valid,inactive_enhancers_vs_inactive_promoters,MCF-7,10,0.11223448828959298,0,227,0.07078593420403861,3,113,0.011932291590800781,1,199,0.23067434648398327,3,0,0.46949961650502553,0.7925111651420593,0.822842001914978,0.8293828368186951,0.8816351294517517,0.9237889051437378,0.8260994553565979,0.7850291728973389,0.7472162842750549,0.17715801298618317,0.25278371572494507,0.5689787864685059
train,inactive_enhancers_vs_inactive_promoters,MCF-7,11,0.44691903052625964,0,199,0.15641965311731404,0,85,0.12727712893202242,3,113,0.4089150098318757,2,85,0.48730482026770877,0.7725273966789246,0.7348322868347168,0.8650551438331604,0.8698870539665222,0.9166781902313232,0.7946439385414124,0.7818254232406616,0.8288186192512512,0.2651677131652832,0.17118139564990997,0.5525927543640137
test,inactive_enhancers_vs_inactive_promoters,MCF-7,11,0.44691903052625964,0,199,0.15641965311731404,0,85,0.12727712893202242,3,113,0.4089150098318757,2,85,0.5426881519848841,0.7411198616027832,0.7070261240005493,0.8354455828666687,0.8333483934402466,0.8936805725097656,0.7658900022506714,0.7495301961898804,0.7920342683792114,0.29297390580177307,0.20796573162078857,0.48923924565315247
